Latitude,Longitude,tsoil
47.4,23.3,11.096037297241432
47.4,23.4,10.502358714743231
47.4,23.5,10.569964355821902
47.4,23.6,10.475029961772911
47.4,23.7,10.218898646554416
47.4,23.8,9.415209215828119
47.4,23.9,9.495677755966536
47.4,24.0,8.682420704618236
47.4,24.1,9.463062299824385
47.4,24.2,9.308409443124308
47.4,24.3,7.741148362434089
47.4,24.4,9.002388676516187
47.4,24.5,5.918658952371095
47.4,24.6,3.1940324413679475
47.4,24.7,6.2136920136377825
47.4,24.8,7.346203120157027
47.4,24.9,6.504007128835607
47.4,25.0,4.895630746978022
47.4,25.1,3.8982332885628765
47.4,25.2,5.702726004752555
47.4,25.3,6.260298067982218
47.4,25.4,4.435715466473824
47.4,25.5,6.644352722388658
47.4,25.6,4.420343527223892
47.4,25.7,5.49783035437543
47.4,25.8,6.358895547060637
47.4,25.9,8.006676826118403
47.4,26.0,7.58154148155798
47.4,26.1,8.284562454799033
47.4,26.2,9.351318318008062
47.4,26.3,9.627974480834775
47.4,26.4,9.61826376691807
47.4,26.5,9.866030065089314
47.4,26.6,10.018456968695123
47.4,26.7,9.8626779625994
47.4,26.8,9.537482694493272
47.4,26.9,10.623623824775267
47.4,27.0,11.125847194958142
47.4,27.1,11.307837069945288
47.4,27.2,11.219596549230252
47.4,27.3,11.567002789544343
47.4,27.4,11.331221717119481
47.4,27.5,11.718536522368026
47.4,27.6,11.37826531666502
47.4,27.7,11.721473292695505
47.3,21.8,12.110045459241661
47.3,21.9,12.056898439921403
47.3,22.0,12.0229171402005
47.3,22.1,11.811550780039235
47.3,22.2,11.731413885731973
47.3,22.3,11.665540345076947
47.3,22.4,11.568837689843976
47.3,22.5,11.464785618349035
47.3,22.6,11.335850294451943
47.3,22.7,11.167905775390032
47.3,22.8,11.176738815993403
47.3,22.9,11.286945965492265
47.3,23.0,10.912236801322463
47.3,23.1,10.831492922822633
47.3,23.2,10.926128732307014
47.3,23.3,10.987439301580723
47.3,23.4,10.914680235561528
47.3,23.5,10.687942969315031
47.3,23.6,10.691770327513199
47.3,23.7,10.423956503771073
47.3,23.8,9.902660398801485
47.3,23.9,9.857609257154657
47.3,24.0,8.54428453352616
47.3,24.1,9.266007852050873
47.3,24.2,9.882487860316122
47.3,24.3,9.16308089678683
47.3,24.4,9.187081310052658
47.3,24.5,7.9157645417915345
47.3,24.6,8.07496228949275
47.3,24.7,6.7943129455522175
47.3,24.8,8.01158022522984
47.3,24.9,6.152698625891091
47.3,25.0,4.846902572579813
47.3,25.1,5.614226159727223
47.3,25.2,5.817506973860926
47.3,25.3,4.8205796053311145
47.3,25.4,5.833560801735707
47.3,25.5,4.664189998966848
47.3,25.6,5.677059097014149
47.3,25.7,4.721570410166328
47.3,25.8,5.155904019010207
47.3,25.9,6.770543444570662
47.3,26.0,7.498236388056629
47.3,26.1,8.458321624134685
47.3,26.2,7.31007697076142
47.3,26.3,9.440697386093618
47.3,26.4,9.866792023969413
47.3,26.5,9.936777559665266
47.3,26.6,9.762717222853654
47.3,26.7,10.494736543031255
47.3,26.8,10.052063229672466
47.3,26.9,10.405181836966571
47.3,27.0,11.07060440128114
47.3,27.1,11.4508843888831
47.3,27.2,11.233870751110674
47.3,27.3,11.269275751627237
47.3,27.4,11.636722285360063
47.3,27.5,11.759796466577129
47.3,27.6,11.815149808864543
47.3,27.7,11.755461307986327
47.3,27.8,11.608958570100157
47.2,21.8,12.109637875813664
47.2,21.9,12.078195578055574
47.2,22.0,12.01177032751317
47.2,22.1,11.726347246616376
47.2,22.2,11.692609257154666
47.2,22.3,11.399886351895885
47.2,22.4,11.14260977373694
47.2,22.5,10.116039363570584
47.2,22.6,11.09460326480013
47.2,22.7,11.10778127905776
47.2,22.8,11.099938010125015
47.2,22.9,11.064520611633435
47.2,23.0,10.71711695423077
47.2,23.1,10.837005372455831
47.2,23.2,10.957646451079652
47.2,23.3,10.63459035024277
47.2,23.4,10.439603781382363
47.2,23.5,9.951139580535253
47.2,23.6,10.668449736543076
47.2,23.7,10.777662465130694
47.2,23.8,10.880749044322789
47.2,23.9,10.038881082756491
47.2,24.0,10.768257051348305
47.2,24.1,10.729123359851174
47.2,24.2,10.619340840996037
47.2,24.3,10.35005579088748
47.2,24.4,10.404011778076262
47.2,24.5,9.734529910114718
47.2,24.6,9.340074904432251
47.2,24.7,8.733438371732618
47.2,24.8,7.349627544167776
47.2,24.9,1.7658265316664874
47.2,25.0,4.437638185763
47.2,25.1,4.535635396218631
47.2,25.2,2.5406131831800773
47.2,25.3,4.154737576195915
47.2,25.4,3.9234533526190876
47.2,25.5,2.440137927471852
47.2,25.6,6.111537865481978
47.2,25.7,5.405168922409333
47.2,25.8,6.483923959086648
47.2,25.9,7.161266143196576
47.2,26.0,7.545216447980146
47.2,26.1,6.791439714846569
47.2,26.2,8.879994834177058
47.2,26.3,9.14308864552125
47.2,26.4,9.718052484760852
47.2,26.5,10.002777146399387
47.2,26.6,10.275467506973873
47.2,26.7,10.345783138754024
47.2,26.8,10.640527430519722
47.2,26.9,10.454282467196979
47.2,27.0,11.239960739745813
47.2,27.1,11.298367599958665
47.2,27.2,11.330078003926088
47.2,27.3,11.365900919516527
47.2,27.4,11.61104142989982
47.2,27.5,11.511514102696555
47.2,27.6,11.615024279367733
47.2,27.7,11.519393015807461
47.2,27.8,11.892340117780687
47.2,27.9,11.557984812480615
47.1,21.6,12.258784481868016
47.1,21.7,12.185323897096781
47.1,21.8,12.12165616282671
47.1,21.9,11.94817594792845
47.1,22.0,11.783309226159762
47.1,22.1,11.586908254985032
47.1,22.2,11.1200526913937
47.1,22.3,11.268745738196191
47.1,22.4,10.735081103419768
47.1,22.5,8.975672073561276
47.1,22.6,10.25700847194954
47.1,22.7,10.788829424527323
47.1,22.8,10.557678995764004
47.1,22.9,10.74624186382892
47.1,23.0,9.503439404897263
47.1,23.1,10.6778804628578
47.1,23.2,10.825814650273786
47.1,23.3,10.91245583221406
47.1,23.4,10.178488996797148
47.1,23.5,10.257527120570336
47.1,23.6,10.559720012397962
47.1,23.7,9.568144952990957
47.1,23.8,10.550093501394816
47.1,23.9,10.934915797086461
47.1,24.0,10.41778954437443
47.1,24.1,10.02998346936668
47.1,24.2,10.647724971587932
47.1,24.3,10.64270585804313
47.1,24.4,10.092963632606681
47.1,24.5,9.663223990081642
47.1,24.6,9.731771360677753
47.1,24.7,7.363943589213787
47.1,24.8,3.4073359851224256
47.1,24.9,2.0132369046389047
47.1,25.0,4.275133278231228
47.1,25.1,3.823515342494063
47.1,25.2,2.847797809691092
47.1,25.3,1.442920239694181
47.1,25.4,3.568258084512852
47.1,25.5,4.95217636119434
47.1,25.6,4.5126242380411385
47.1,25.7,0.8279941109618705
47.1,25.8,7.11608843888831
47.1,25.9,5.73047318937903
47.1,26.0,8.076124599648676
47.1,26.1,6.529558838722995
47.1,26.2,7.714062403140813
47.1,26.3,9.014420394668868
47.1,26.4,9.318463167682658
47.1,26.5,9.810533112924874
47.1,26.6,10.122839136274418
47.1,26.7,10.44110290319251
47.1,26.8,10.615150325446844
47.1,26.9,10.679394565554311
47.1,27.0,10.739450873024145
47.1,27.1,11.039911147845874
47.1,27.2,11.275837896476856
47.1,27.3,11.271071391672677
47.1,27.4,11.569867238351035
47.1,27.5,11.692915073871236
47.1,27.6,11.444862589110476
47.1,27.7,11.667817956400466
47.1,27.8,12.020552226469672
47.1,27.9,11.931002686227952
47.1,28.0,11.623004959189997
47.1,28.1,11.236902055997527
47.0,21.6,12.265949994834237
47.0,21.7,12.196325550160143
47.0,21.8,11.986957846885044
47.0,21.9,11.767848434755596
47.0,22.0,11.621975927265243
47.0,22.1,11.420335261907239
47.0,22.2,11.267347866515177
47.0,22.3,10.760210248992696
47.0,22.4,10.169299514412673
47.0,22.5,10.696517718772595
47.0,22.6,10.090760409133152
47.0,22.7,7.90607759066019
47.0,22.8,9.471446946998645
47.0,22.9,8.13295949994829
47.0,23.0,10.134049488583589
47.0,23.1,10.178754520095012
47.0,23.2,10.419226676309542
47.0,23.3,10.680532079760331
47.0,23.4,10.551103936357046
47.0,23.5,10.480325963425981
47.0,23.6,10.392175844612082
47.0,23.7,10.315599752040537
47.0,23.8,10.614263353652232
47.0,23.9,10.805960843062316
47.0,24.0,10.772954850707658
47.0,24.1,9.292981196404627
47.0,24.2,10.295521231532245
47.0,24.3,10.240741295588412
47.0,24.4,10.525187519371872
47.0,24.5,9.70021954747395
47.0,24.6,9.739369769604268
47.0,24.7,8.676712986878861
47.0,24.8,6.356070875090396
47.0,24.9,5.711774976753774
47.0,25.0,5.398798429589849
47.0,25.1,6.990840479388382
47.0,25.2,4.488886765161675
47.0,25.3,6.054733960119845
47.0,25.4,4.974170885422028
47.0,25.5,6.194487550366751
47.0,25.6,5.374769087715663
47.0,25.7,6.058278231222233
47.0,25.8,4.9361235664841425
47.0,25.9,7.70712470296514
47.0,26.0,7.062164479801619
47.0,26.1,7.844428659985529
47.0,26.2,6.962605124496318
47.0,26.3,7.564206013017847
47.0,26.4,9.590738196094623
47.0,26.5,9.820114164686466
47.0,26.6,10.029650273788596
47.0,26.7,10.081438681682092
47.0,26.8,10.815600268622827
47.0,26.9,10.847583428040101
47.0,27.0,10.724246823018815
47.0,27.1,10.69574439508222
47.0,27.2,10.804753590246932
47.0,27.3,11.139900816199981
47.0,27.4,11.04667527637154
47.0,27.5,10.984169852257459
47.0,27.6,10.627108172331862
47.0,27.7,10.694384233908464
47.0,27.8,10.998477631986777
47.0,27.9,11.561237731170674
47.0,28.0,12.086621035230923
47.0,28.1,11.915053207976003
46.9,21.5,12.299183283397003
46.9,21.6,12.302052898026668
46.9,21.7,12.225986672176848
46.9,21.8,12.108697179460654
46.9,21.9,11.786354478768432
46.9,22.0,11.607276578158874
46.9,22.1,11.445623514825852
46.9,22.2,11.042101973344344
46.9,22.3,9.47379739642523
46.9,22.4,9.95698160967044
46.9,22.5,8.198579915280565
46.9,22.6,9.138177497675343
46.9,22.7,9.72035282570514
46.9,22.8,7.728902779212696
46.9,22.9,8.79864190515548
46.9,23.0,9.738558735406576
46.9,23.1,10.319827978096896
46.9,23.2,10.111173158384084
46.9,23.3,10.060399318111465
46.9,23.4,10.369242173778318
46.9,23.5,10.223505010848214
46.9,23.6,10.581088955470628
46.9,23.7,10.853347969831663
46.9,23.8,10.916349829527858
46.9,23.9,10.907658849054634
46.9,24.0,10.492919723111982
46.9,24.1,10.401623101560045
46.9,24.2,10.467186692840128
46.9,24.3,9.86780142576713
46.9,24.4,10.197488893480742
46.9,24.5,9.86705909701413
46.9,24.6,9.793425457175369
46.9,24.7,7.886784275235031
46.9,24.8,9.562616489306752
46.9,24.9,8.3048894513896
46.9,25.0,6.03665099700383
46.9,25.1,6.571953714226676
46.9,25.2,3.465537245583219
46.9,25.3,7.056685091435068
46.9,25.4,7.302423287529664
46.9,25.5,3.953024589317089
46.9,25.6,3.3604499431759574
46.9,25.7,4.795787271412362
46.9,25.8,6.203684264903378
46.9,25.9,6.97990494885836
46.9,26.0,7.082060646761065
46.9,26.1,8.79614526294032
46.9,26.2,9.07078933774157
46.9,26.3,8.474060336811588
46.9,26.4,10.014683335055235
46.9,26.5,10.149739642525057
46.9,26.6,10.23751265626612
46.9,26.7,10.2724816613286
46.9,26.8,10.619223576815768
46.9,26.9,10.865095567723897
46.9,27.0,10.884719495815732
46.9,27.1,10.765172538485418
46.9,27.2,10.889384233908446
46.9,27.3,11.069784068602157
46.9,27.4,11.02403295795016
46.9,27.5,11.250570823432179
46.9,27.6,11.083416158694119
46.9,27.7,11.370055790887463
46.9,27.8,11.438663085029416
46.9,27.9,11.358586114268034
46.9,28.0,11.594578985432365
46.9,28.1,12.14830509350138
46.9,28.2,11.665693770017539
46.8,21.4,12.2960522781279
46.8,21.5,12.34751523917753
46.8,21.6,12.296801839032929
46.8,21.7,12.24863105692741
46.8,21.8,12.127145366256872
46.8,21.9,11.988332472362828
46.8,22.0,11.56909959706575
46.8,22.1,11.597719805765056
46.8,22.2,11.716913420807948
46.8,22.3,11.529527843785521
46.8,22.4,10.88116644281428
46.8,22.5,9.23227451182968
46.8,22.6,7.1976831284223595
46.8,22.7,6.494295381754404
46.8,22.8,5.368861969211695
46.8,22.9,7.186969211695362
46.8,23.0,8.805126562661348
46.8,23.1,8.95455212315325
46.8,23.2,9.128071598305596
46.8,23.3,9.719853807211475
46.8,23.4,10.287040500051713
46.8,23.5,10.290876640148696
46.8,23.6,10.651898956503723
46.8,23.7,10.767053414608961
46.8,23.8,10.808798429589812
46.8,23.9,10.30314340324415
46.8,24.0,10.547892344250439
46.8,24.1,10.731223266866449
46.8,24.2,10.498989048455405
46.8,24.3,10.557199607397433
46.8,24.4,10.510129662155165
46.8,24.5,9.911662878396509
46.8,24.6,10.188273065399349
46.8,24.7,9.602051864862103
46.8,24.8,8.364673003409436
46.8,24.9,9.193250852360773
46.8,25.0,5.959696766194857
46.8,25.1,5.177721872094229
46.8,25.2,3.8780989771670713
46.8,25.3,5.182815890071304
46.8,25.4,7.070050108482314
46.8,25.5,7.171104969521651
46.8,25.6,2.626268726108057
46.8,25.7,3.021357061679909
46.8,25.8,5.87858508110344
46.8,25.9,7.345411716086353
46.8,26.0,6.630386403554065
46.8,26.1,7.733609360471112
46.8,26.2,5.518230705651402
46.8,26.3,8.704644591383422
46.8,26.4,9.185892654199826
46.8,26.5,10.238872817439786
46.8,26.6,10.51584357888209
46.8,26.7,10.600636429383176
46.8,26.8,10.61180907118501
46.8,26.9,11.004355305300065
46.8,27.0,10.912577745634884
46.8,27.1,10.845004649240604
46.8,27.2,10.873538588697231
46.8,27.3,10.994170368839841
46.8,27.4,11.081513069531928
46.8,27.5,11.458451286289945
46.8,27.6,11.319727761132295
46.8,27.7,11.44869872920764
46.8,27.8,11.488867135034655
46.8,27.9,11.397154664738078
46.8,28.0,10.795817233185279
46.8,28.1,11.715930364707111
46.8,28.2,11.970486620518686
46.7,21.3,12.317907841719137
46.7,21.4,12.261716086372546
46.7,21.5,12.363192478561835
46.7,21.6,12.342659365636958
46.7,21.7,12.313524640975343
46.7,21.8,12.266123566484215
46.7,21.9,12.123060750077522
46.7,22.0,11.795853910527999
46.7,22.1,11.795822399008289
46.7,22.2,11.256585391052798
46.7,22.3,11.551685091434987
46.7,22.4,11.079401281124088
46.7,22.5,10.160729414195732
46.7,22.6,5.483713193511656
46.7,22.7,4.186780142576653
46.7,22.8,5.2681743981816105
46.7,22.9,7.062746151461882
46.7,23.0,7.440576505837354
46.7,23.1,6.702272962082871
46.7,23.2,9.107730653993217
46.7,23.3,8.311428350036104
46.7,23.4,9.618640871990863
46.7,23.5,10.185818266349894
46.7,23.6,9.102517822089037
46.7,23.7,9.557748734373458
46.7,23.8,9.978461101353437
46.7,23.9,10.552515755759899
46.7,24.0,10.422979130075507
46.7,24.1,10.784628577332368
46.7,24.2,10.352721355511902
46.7,24.3,10.337885112098371
46.7,24.4,10.622642318421352
46.7,24.5,10.414950408100026
46.7,24.6,10.354035024279346
46.7,24.7,9.78127079243719
46.7,24.8,9.756454695733085
46.7,24.9,9.539005579088776
46.7,25.0,5.843871267692941
46.7,25.1,6.00388883149085
46.7,25.2,3.5900759375968647
46.7,25.3,4.005379171402024
46.7,25.4,7.123141336914927
46.7,25.5,7.22353910527949
46.7,25.6,6.859262837069931
46.7,25.7,3.1839435892137558
46.7,25.8,1.7467253848538102
46.7,25.9,5.87218359334643
46.7,26.0,3.9163456968694974
46.7,26.1,4.7294865172021705
46.7,26.2,6.47307263147018
46.7,26.3,5.397004339291251
46.7,26.4,8.905283603678013
46.7,26.5,9.556828701312115
46.7,26.6,10.480602334951913
46.7,26.7,10.837531769810951
46.7,26.8,10.668742638702312
46.7,26.9,11.037243000309983
46.7,27.0,11.05015445810517
46.7,27.1,10.855812583944598
46.7,27.2,10.37352774046907
46.7,27.3,10.25520043392907
46.7,27.4,10.658797913007616
46.7,27.5,10.247495092468109
46.7,27.6,11.191387023452856
46.7,27.7,11.487497675379727
46.7,27.8,11.323669800599212
46.7,27.9,11.357889244756715
46.7,28.0,11.419701932017807
46.7,28.1,11.942639218927566
46.7,28.2,12.291948548403708
46.7,28.3,12.246707304473649
46.6,21.2,12.266469676619492
46.6,21.3,12.275278437855173
46.6,21.4,12.280660708750933
46.6,21.5,12.22174759789237
46.6,21.6,12.356065709267451
46.6,21.7,12.34628370699465
46.6,21.8,12.197132968281885
46.6,21.9,12.066547163963302
46.6,22.0,11.783225023246244
46.6,22.1,9.97980938113442
46.6,22.2,9.673506044012752
