Latitude,Longitude,tmed
47.9,24.4,6.567165512966219
47.9,24.5,5.611335881805995
47.9,24.6,5.694180700485615
47.9,24.7,2.908655336295077
47.9,24.8,3.5042442401074574
47.9,25.2,5.430091951647912
47.9,25.3,4.88025054241139
47.9,25.4,4.672070461824589
47.9,25.5,7.258693563384649
47.9,25.6,7.381694389916319
47.9,25.7,7.51611581774977
47.9,25.8,7.612429486517204
47.9,25.9,7.841589007128842
47.9,26.0,7.8131139580534805
47.9,26.1,8.041503771050715
47.9,26.2,8.456828184729838
47.9,26.3,8.09298687880977
47.9,26.4,9.045793470399856
47.9,26.5,9.256478458518439
47.9,26.6,9.36496797189795
47.9,26.7,9.509562454798985
47.9,26.8,9.453748321107549
47.9,26.9,9.354588283913639
47.9,27.0,9.581664428143421
47.9,27.1,9.068693046802371
47.9,27.2,9.662478561834819
47.9,27.3,9.265215414815595
47.8,22.2,10.03445500568237
47.8,22.3,10.00288046285767
47.8,22.4,10.108564417811818
47.8,22.5,10.077914557288972
47.8,22.6,10.030882839136238
47.8,22.7,9.991682508523589
47.8,22.8,9.94340169438996
47.8,22.9,9.900154974687446
47.8,23.0,9.883422874263927
47.8,23.1,9.820516065709295
47.8,23.2,9.79394978820128
47.8,23.3,9.762699142473421
47.8,23.4,8.531863828907953
47.8,23.5,6.593426490339894
47.8,23.6,5.569494265936566
47.8,23.7,5.323319557805575
47.8,23.8,5.867595309432785
47.8,23.9,8.721723835106884
47.8,24.0,8.113802562248194
47.8,24.1,6.616289389399744
47.8,24.2,7.779989668354149
47.8,24.3,8.240071288356251
47.8,24.4,5.659182250232487
47.8,24.5,4.924840892654211
47.8,24.6,3.5064810414298972
47.8,24.7,3.9401901022833017
47.8,24.8,3.954217894410554
47.8,24.9,3.094777869614634
47.8,25.0,3.4415874573819534
47.8,25.1,4.741986775493327
47.8,25.2,5.420809484450854
47.8,25.3,6.0112299824361815
47.8,25.4,5.054869304680246
47.8,25.5,5.215773840272763
47.8,25.6,6.513637772497152
47.8,25.7,6.298692530220061
47.8,25.8,7.48988996797187
47.8,25.9,7.633345386920083
47.8,26.0,8.138204876536854
47.8,26.1,7.666904638909007
47.8,26.2,7.410798119640479
47.8,26.3,8.388618658952398
47.8,26.4,8.274076350862678
47.8,26.5,9.246297654716368
47.8,26.6,9.299670420498055
47.8,26.7,9.51572579811972
47.8,26.8,9.208442504390904
47.8,26.9,9.265696869511308
47.8,27.0,9.741840582704828
47.8,27.1,9.500312015704104
47.8,27.2,9.79286754830045
47.8,27.3,9.107720838929662
47.7,22.2,10.072798842855697
47.7,22.3,10.081185039776843
47.7,22.4,10.054819712780246
47.7,22.5,10.103853187312716
47.7,22.6,10.097622171711917
47.7,22.7,10.049242173778252
47.7,22.8,10.013422357681574
47.7,22.9,9.954708131005242
47.7,23.0,9.946470193201739
47.7,23.1,9.850801735716477
47.7,23.2,9.773565450976259
47.7,23.3,9.663848021489787
47.7,23.4,9.452167579295379
47.7,23.5,8.477375245376612
47.7,23.6,7.399541791507361
47.7,23.7,7.74282570513481
47.7,23.8,6.001876743465275
47.7,23.9,6.77436357061681
47.7,24.0,5.523026655646236
47.7,24.1,7.494499431759486
47.7,24.2,7.554184833143925
47.7,24.3,7.162812273995258
47.7,24.4,7.872023452835988
47.7,24.5,6.451006818886255
47.7,24.6,4.892968281847316
47.7,24.7,4.206904638908966
47.7,24.8,3.644967455315633
47.7,24.9,2.2267625787787937
47.7,25.0,3.293705444777368
47.7,25.1,4.353814443640875
47.7,25.2,4.867814856906692
47.7,25.3,4.589896683541705
47.7,25.4,5.713352102489894
47.7,25.5,6.278979233391843
47.7,25.6,6.468722491992976
47.7,25.7,5.565017047215652
47.7,25.8,6.4728520508316665
47.7,25.9,7.436020250025801
47.7,26.0,7.783511726417945
47.7,26.1,8.359722595309487
47.7,26.2,8.097723938423378
47.7,26.3,7.894718979233341
47.7,26.4,8.595656576092582
47.7,26.5,8.72101353445604
47.7,26.6,9.343495712366954
47.7,26.7,9.547547267279699
47.7,26.8,9.187371629300536
47.7,26.9,9.228710610600308
47.7,27.0,9.299985019113555
47.7,27.1,9.262694493232763
47.7,27.2,9.812708440954694
47.7,27.3,9.876580225229873
47.7,27.4,9.235945345593537
47.6,22.0,10.208417191858661
47.6,22.1,10.17818008058685
47.6,22.2,10.15069583634678
47.6,22.3,10.142542101456813
47.6,22.4,10.077864965389
47.6,22.5,10.146059510279983
47.6,22.6,10.100410682921778
47.6,22.7,10.110360057857218
47.6,22.8,10.015098667217728
47.6,22.9,9.942169645624572
47.6,23.0,9.792410372972414
47.6,23.1,8.86561473292703
47.6,23.2,9.570613183180047
47.6,23.3,9.242078210558933
47.6,23.4,9.608830457691873
47.6,23.5,9.561468643454898
47.6,23.6,9.046612769914177
47.6,23.7,9.175451492922852
47.6,23.8,7.52590453559247
47.6,23.9,6.773481764645114
47.6,24.0,6.297504907531775
47.6,24.1,5.618225023246164
47.6,24.2,5.542295175121409
47.6,24.3,7.059907531769805
47.6,24.4,5.613297861349289
47.6,24.5,5.103510693253415
47.6,24.6,3.252642318421316
47.6,24.7,4.194231842132453
47.6,24.8,3.636790474222536
47.6,24.9,4.454563487963653
47.6,25.0,3.6479388366566963
47.6,25.1,4.991330199400798
47.6,25.2,3.7111375142059977
47.6,25.3,4.560219547473924
47.6,25.4,5.5110130178737675
47.6,25.5,3.8835504700898826
47.6,25.6,5.481088438888292
47.6,25.7,5.433507593759699
47.6,25.8,5.373818059716913
47.6,25.9,7.396479491683029
47.6,26.0,7.979347039983499
47.6,26.1,8.00958260150843
47.6,26.2,8.043922925922125
47.6,26.3,8.555848744705067
47.6,26.4,8.820905568757158
47.6,26.5,8.77976340531042
47.6,26.6,8.840376071908304
47.6,26.7,9.385972724454911
47.6,26.8,8.977968798429602
47.6,26.9,9.452985845645262
47.6,27.0,9.568800495918893
47.6,27.1,9.897329786134964
47.6,27.2,9.452785411716052
47.6,27.3,9.41763250335774
47.6,27.4,9.902505424114066
47.6,27.5,9.20852360781077
47.5,22.0,10.338070048558706
47.5,22.1,10.295117264180163
47.5,22.2,10.276889141440236
47.5,22.3,10.219271102386612
47.5,22.4,10.236971278024546
47.5,22.5,10.171469676619488
47.5,22.6,10.11443847504907
47.5,22.7,9.999327926438648
47.5,22.8,10.080137410889506
47.5,22.9,9.852477528670343
47.5,23.0,9.652252815373437
47.5,23.1,9.338551503254461
47.5,23.2,9.599659572269868
47.5,23.3,9.693103626407662
47.5,23.4,9.536876743465196
47.5,23.5,8.99450511416475
47.5,23.6,9.36729724145055
47.5,23.7,9.19593449736542
47.5,23.8,7.644574336191703
47.5,23.9,8.734660605434415
47.5,24.0,8.440899886351922
47.5,24.1,7.660729930777996
47.5,24.2,4.847759582601509
47.5,24.3,3.6176433515859103
47.5,24.4,5.650255191652052
47.5,24.5,6.751784275235018
47.5,24.6,3.3200516582291595
47.5,24.7,6.402473912594276
47.5,24.8,3.2119268519475126
47.5,24.9,1.7640024795950031
47.5,25.0,5.47528773633636
47.5,25.1,2.404333608843887
47.5,25.2,5.042988428556666
47.5,25.3,3.646770844095477
47.5,25.4,5.910399834693618
47.5,25.5,5.890884388883138
47.5,25.6,6.312701725384836
47.5,25.7,5.266523401177804
47.5,25.8,7.448196094637932
47.5,25.9,5.7681573509660105
47.5,26.0,7.8744942659365496
47.5,26.1,7.900341977477053
47.5,26.2,8.4214526294039
47.5,26.3,8.16103213141846
47.5,26.4,8.322675379687965
47.5,26.5,8.864344973654312
47.5,26.6,8.979290732513714
47.5,26.7,7.346752247132976
47.5,26.8,8.865425663808267
47.5,26.9,9.359347556565769
47.5,27.0,9.817729620828585
47.5,27.1,9.848989048455483
47.5,27.2,9.527213555119287
47.5,27.3,9.991000103316464
47.5,27.4,9.85724816613294
47.5,27.5,9.997370596135948
47.5,27.6,9.450865791920679
47.4,21.9,10.442299307779825
47.4,22.0,10.372516272342205
47.4,22.1,10.452717222853561
47.4,22.2,10.224559871887578
47.4,22.3,9.989972621138518
47.4,22.4,9.927400041326583
47.4,22.5,10.05987343733854
47.4,22.6,10.028344353755587
47.4,22.7,9.369342390742904
47.4,22.8,9.58683076764122
47.4,22.9,9.818880566174212
47.4,23.0,9.516337948135126
47.4,23.1,9.747514722595275
47.4,23.2,9.061307986362177
47.4,23.3,9.66905672073554
47.4,23.4,8.935178737472933
47.4,23.5,9.103159933877446
47.4,23.6,9.064246823018916
47.4,23.7,8.809062919723075
47.4,23.8,7.89959293315427
47.4,23.9,8.022578778799483
47.4,24.0,7.472626304370305
47.4,24.1,8.197410372972406
47.4,24.2,8.146656162826774
47.4,24.3,6.432273478665142
47.4,24.4,7.8516959396631965
47.4,24.5,5.172480111581783
47.4,24.6,3.3474341357578186
47.4,24.7,5.470437545200982
47.4,24.8,6.5762919723112025
47.4,24.9,5.696676826118386
47.4,25.0,4.193220890587898
47.4,25.1,3.6005754726728068
47.4,25.2,5.117260564107886
47.4,25.3,5.681269242690376
47.4,25.4,3.940945345593546
47.4,25.5,6.18357423287531
47.4,25.6,4.178700795536699
47.4,25.7,4.997746151461938
47.4,25.8,5.664737059613607
47.4,25.9,7.442716706271283
47.4,26.0,6.716146812687274
47.4,26.1,7.052638702345293
47.4,26.2,8.296677342700729
47.4,26.3,8.474891001136468
47.4,26.4,8.423180597169125
47.4,26.5,8.623668250852305
47.4,26.6,8.735954644074843
47.4,26.7,8.550246409753074
47.4,26.8,8.357172745118277
47.4,26.9,9.216453145986137
47.4,27.0,9.540448393429019
47.4,27.1,9.727985845645199
47.4,27.2,9.529098563901272
47.4,27.3,9.989425560491744
47.4,27.4,9.54604969521648
47.4,27.5,10.033280814133706
47.4,27.6,9.589233908461662
47.4,27.7,10.058300960843038
47.3,21.8,10.58105021179873
47.3,21.9,10.531800805868423
47.3,22.0,10.575131728484429
47.3,22.1,10.356611220167343
47.3,22.2,10.313241553879502
47.3,22.3,10.289266969728324
47.3,22.4,10.220425147225832
47.3,22.5,10.173834590350296
47.3,22.6,10.082997727037922
47.3,22.7,9.889557288976187
47.3,22.8,9.897384027275512
47.3,22.9,9.978082446533694
47.3,23.0,9.410006198987498
47.3,23.1,9.28633278231226
47.3,23.2,9.42509970038235
47.3,23.3,9.581034714329888
47.3,23.4,9.550744911664431
47.3,23.5,9.17103574749451
47.3,23.6,9.207121086889128
47.3,23.7,8.910701518751969
47.3,23.8,8.293981816303305
47.3,23.9,8.306617935737147
47.3,24.0,7.413858869717938
47.3,24.1,7.7346611220167345
47.3,24.2,8.386742948651683
47.3,24.3,7.614705548093855
47.3,24.4,7.599497882012617
47.3,24.5,6.485224713296823
47.3,24.6,6.719665771257363
47.3,24.7,5.667541584874445
47.3,24.8,6.943739539208634
47.3,24.9,5.135544477735294
47.3,25.0,4.143982332885638
47.3,25.1,4.864816613286495
47.3,25.2,5.048014774253557
47.3,25.3,4.1137746668044315
47.3,25.4,5.172653166649485
47.3,25.5,4.052266246513081
47.3,25.6,5.088001343113965
47.3,25.7,4.344366670110549
47.3,25.8,4.8100914350656225
47.3,25.9,6.175588387230091
47.3,26.0,6.780871990908186
47.3,26.1,7.541992457898538
47.3,26.2,6.223433205909743
47.3,26.3,8.411116850914352
47.3,26.4,8.674093398078334
47.3,26.5,8.679804731893759
47.3,26.6,8.414355305300129
47.3,26.7,9.165440644694737
47.3,26.8,8.71998450253128
47.3,26.9,8.96759944209113
47.3,27.0,9.42408719909085
47.3,27.1,9.813837689844041
47.3,27.2,9.514892034301086
47.3,27.3,9.548746771360744
47.3,27.4,9.932504907531706
47.3,27.5,10.077101456762067
47.3,27.6,10.093357784895138
47.3,27.7,10.038752970348229
47.3,27.8,9.89913420807931
47.2,21.8,10.616530633329928
47.2,21.9,10.557208905878719
47.2,22.0,10.51391879326379
47.2,22.1,10.340326996590582
47.2,22.2,10.421003719392477
47.2,22.3,10.197540035127526
47.2,22.4,9.938545820849233
47.2,22.5,8.430069738609324
47.2,22.6,9.913614009711745
47.2,22.7,9.929387849984577
47.2,22.8,9.895339394565537
47.2,22.9,9.755840995970631
47.2,23.0,9.132155697902652
47.2,23.1,9.33201932017769
47.2,23.2,9.588013741088865
47.2,23.3,9.027817956400492
47.2,23.4,8.638035954127503
47.2,23.5,8.172783345386978
47.2,23.6,9.171804938526705
47.2,23.7,9.295355925198935
47.2,23.8,9.41653269965907
47.2,23.9,8.24495867341662
47.2,24.0,9.24476857113338
47.2,24.1,9.170898853187307
47.2,24.2,9.009094947825194
47.2,24.3,8.621168509143477
47.2,24.4,8.707611840066091
47.2,24.5,7.938139270585788
47.2,24.6,7.802382994110947
47.2,24.7,7.538277198057652
47.2,24.8,6.314157970864777
47.2,24.9,2.319957123669801
47.2,25.0,3.9962139683851574
47.2,25.1,4.231087922306016
47.2,25.2,2.7560739745841403
47.2,25.3,3.7360011364810486
47.2,25.4,3.3481015600785082
47.2,25.5,2.404974170885425
47.2,25.6,5.673277198057642
47.2,25.7,4.788859902882554
47.2,25.8,5.942887695009797
47.2,25.9,6.769713296828175
47.2,26.0,7.089838826325011
47.2,26.1,5.823499845025319
47.2,26.2,8.02519578468853
47.2,26.3,8.139694183283373
47.2,26.4,8.638334538691998
47.2,26.5,8.765826531666434
47.2,26.6,9.01441574542823
47.2,26.7,9.024226159727267
47.2,26.8,9.212855666907718
47.2,26.9,9.057729620828596
47.2,27.0,9.707643868168175
47.2,27.1,9.612852050831648
47.2,27.2,9.57592364913729
47.2,27.3,9.584306746564714
47.2,27.4,9.768504494265908
47.2,27.5,9.69592364913727
47.2,27.6,9.774981403037565
47.2,27.7,9.69447256948031
47.2,27.8,10.156711437131975
47.2,27.9,9.75508213658437
47.1,21.6,10.670158074181233
47.1,21.7,10.650264490133239
47.1,21.8,10.614787684678154
47.1,21.9,10.47193408409959
47.1,22.0,10.349824878603172
47.1,22.1,10.266252712057005
47.1,22.2,9.66904897200123
47.1,22.3,10.164694183283384
47.1,22.4,9.574327409856329
47.1,22.5,7.553876433515836
47.1,22.6,8.961800805868414
47.1,22.7,9.789455522264706
47.1,22.8,9.242237317904774
47.1,22.9,9.459066535799163
47.1,23.0,7.757645417915077
47.1,23.1,9.337814856906672
47.1,23.2,9.482086475875592
47.1,23.3,9.546634466370552
47.1,23.4,8.294980369872912
47.1,23.5,8.50114577952263
47.1,23.6,9.02182146916002
47.1,23.7,7.829611530116733
47.1,23.8,8.796563694596514
47.1,23.9,9.356215518132005
47.1,24.0,8.609360987705317
47.1,24.1,8.3434776319868
47.1,24.2,8.910183386713525
47.1,24.3,8.872344250439118
47.1,24.4,8.16836295071804
47.1,24.5,7.716032648000853
47.1,24.6,8.18057495609048
47.1,24.7,5.956182973447653
47.1,24.8,3.4505418948238513
47.1,24.9,2.4360879223060414
47.1,25.0,3.744508213658436
47.1,25.1,3.553952887694991
47.1,25.2,2.9781558012191303
47.1,25.3,2.003670833763823
47.1,25.4,3.179793367083394
47.1,25.5,4.257794193615058
47.1,25.6,3.9135199917346877
47.1,25.7,1.4205491269759274
47.1,25.8,6.632079243723541
47.1,25.9,5.120432895960346
47.1,26.0,7.669843475565708
47.1,26.1,5.649008678582528
47.1,26.2,6.758908978200281
47.1,26.3,8.047533836140103
47.1,26.4,8.125282053931208
47.1,26.5,8.635225746461437
47.1,26.6,8.858905878706446
47.1,26.7,9.053735923132587
47.1,26.8,9.128689430726306
47.1,26.9,9.159116127699134
47.1,27.0,9.12164273168708
47.1,27.1,9.319516478975038
47.1,27.2,9.612013637772554
47.1,27.3,9.546091538382097
47.1,27.4,9.826807004855882
47.1,27.5,10.007419154871362
47.1,27.6,9.70055119330504
47.1,27.7,9.861226882942487
47.1,27.8,10.205786754830063
47.1,27.9,10.09104401281126
47.1,28.0,9.814558322140773
47.1,28.1,9.52677136067781
47.0,21.6,10.685992871164387
47.0,21.7,10.647591693356762
47.0,21.8,10.527551399938034
47.0,21.9,10.35949633226577
47.0,22.0,10.257041016633934
47.0,22.1,10.071540448393392
47.0,22.2,10.071070875090323
47.0,22.3,9.494095464407545
47.0,22.4,8.687678479181729
47.0,22.5,9.769869304680267
47.0,22.6,8.982553982849442
47.0,22.7,6.510023246203115
47.0,22.8,7.961773943589221
47.0,22.9,6.634159004029346
47.0,23.0,8.636080690153968
47.0,23.1,8.442280710817208
47.0,23.2,8.74402985845641
47.0,23.3,9.152608223990086
47.0,23.4,8.934876536832352
47.0,23.5,8.813865068705418
47.0,23.6,8.646500671556996
47.0,23.7,8.336730034094405
47.0,23.8,8.877987395392058
47.0,23.9,9.132878913110842
47.0,24.0,9.131213451802852
47.0,24.1,7.795577539001947
47.0,24.2,8.473862485793976
47.0,24.3,8.34720890587877
47.0,24.4,8.754263870234544
47.0,24.5,7.815182353548918
47.0,24.6,8.044282983779272
47.0,24.7,7.0211855563591365
47.0,24.8,5.178728690980475
47.0,24.9,4.769553156317784
47.0,25.0,4.491666494472561
47.0,25.1,5.978397045149326
47.0,25.2,3.788697696042972
47.0,25.3,5.136500154974704
47.0,25.4,4.01534817646449
47.0,25.5,5.227020353342293
47.0,25.6,4.485291352412426
47.0,25.7,5.341851947515211
47.0,25.8,4.411867961566284
47.0,25.9,7.189688500878169
47.0,26.0,5.973547887178459
47.0,26.1,6.990026345696838
47.0,26.2,5.982661431966092
47.0,26.3,6.522799876020276
47.0,26.4,8.625456142163426
47.0,26.5,8.647677446017124
47.0,26.6,8.789755656576105
47.0,26.7,8.612031201570424
47.0,26.8,9.240468023556161
47.0,26.9,9.255022213038504
47.0,27.0,9.168413575782603
47.0,27.1,9.114569686951107
47.0,27.2,9.204037090608614
47.0,27.3,9.52451906188653
47.0,27.4,9.397871164376491
47.0,27.5,9.275567207356096
47.0,27.6,8.957041533216254
47.0,27.7,9.07497572063228
47.0,27.8,9.295457175328053
47.0,27.9,9.766903605744346
47.0,28.0,10.25017047215622
47.0,28.1,10.11112873230711
46.9,21.5,10.64806126665974
46.9,21.6,10.665652960016521
46.9,21.7,10.662281227399523
46.9,21.8,10.612836553362966
46.9,21.9,10.408648104142978
46.9,22.0,10.296381857629907
46.9,22.1,10.136173158384082
46.9,22.2,9.74634776319863
46.9,22.3,8.114555222646983
46.9,22.4,8.75771670627129
46.9,22.5,6.875147742535429
46.9,22.6,7.811146296104943
46.9,22.7,8.857820539311923
46.9,22.8,6.496790990804836
46.9,22.9,7.489890484554201
46.9,23.0,8.313569583634678
46.9,23.1,9.146730034094405
46.9,23.2,8.347701725384798
46.9,23.3,8.156496022316357
46.9,23.4,8.731988841822464
46.9,23.5,8.40990959809904
46.9,23.6,8.970007232152058
46.9,23.7,9.236145779522733
46.9,23.8,9.22360729414195
46.9,23.9,9.186632400041312
46.9,24.0,8.587146399421407
46.9,24.1,8.521718669283995
46.9,24.2,8.773346936666973
46.9,24.3,7.935719599132124
46.9,24.4,8.339992251265626
46.9,24.5,7.957876846781692
46.9,24.6,7.989508730240742
46.9,24.7,6.188327823122225
46.9,24.8,8.025377105072847
46.9,24.9,6.82831180907121
46.9,25.0,4.907148465750588
46.9,25.1,5.431951647897505
46.9,25.2,3.2366349829527903
46.9,25.3,5.733388779832636
46.9,25.4,5.9550335778489565
46.9,25.5,3.388124289699352
46.9,25.6,2.979616179357357
46.9,25.7,4.003972001239813
46.9,25.8,5.250013947721839
46.9,25.9,6.380434445707203
46.9,26.0,6.3365239177601165
46.9,26.1,8.330241243930184
46.9,26.2,8.36893893997309
46.9,26.3,7.295883355718583
46.9,26.4,8.88597944002482
46.9,26.5,8.914662155181322
46.9,26.6,8.851561628267364
46.9,26.7,8.77296983159413
46.9,26.8,9.126833867134938
46.9,26.9,9.332170678789124
46.9,27.0,9.301751730550672
46.9,27.1,9.176128732307067
46.9,27.2,9.289398181630304
46.9,27.3,9.421876743465253
46.9,27.4,9.259400247959514
46.9,27.5,9.563976133898151
46.9,27.6,9.303654303130468
46.9,27.7,9.753949788201279
46.9,27.8,9.84733908461617
46.9,27.9,9.681471742948677
46.9,28.0,9.828714226676352
46.9,28.1,10.306817853084018
46.9,28.2,9.838012707924308
46.8,21.4,10.717431552846373
46.8,21.5,10.685610600268625
46.8,21.6,10.67341099287119
46.8,21.7,10.66268726108074
46.8,21.8,10.590089885318791
46.8,21.9,10.52265471639629
46.8,22.0,10.098690980473163
46.8,22.1,10.265627130901965
46.8,22.2,10.466267692943482
46.8,22.3,10.4302681062093
46.8,22.4,10.092715156524447
46.8,22.5,8.01125271205707
46.8,22.6,5.959872920756262
46.8,22.7,5.621994524227686
46.8,22.8,4.720109515445801
46.8,22.9,6.085146192788511
46.8,23.0,7.519913730757317
46.8,23.1,7.461727967765204
46.8,23.2,7.462994627544134
46.8,23.3,7.966349312945568
46.8,23.4,8.819008162000193
46.8,23.5,8.599754623411473
46.8,23.6,9.15636790990812
46.8,23.7,9.204949374935419
46.8,23.8,9.0168767434652
46.8,23.9,8.37364035540863
46.8,24.0,8.685156524434342
46.8,24.1,8.946648414092392
46.8,24.2,8.678670317181465
46.8,24.3,8.805841512552933
46.8,24.4,8.68841977477014
46.8,24.5,7.995711850397769
46.8,24.6,8.346832833970426
46.8,24.7,7.704468436821932
46.8,24.8,6.551436098770532
46.8,24.9,7.759677652650106
46.8,25.0,4.833955470606475
46.8,25.1,4.339246306436607
46.8,25.2,3.5061137514206138
46.8,25.3,4.239189998966832
46.8,25.4,5.7458378964769095
46.8,25.5,5.852223370182889
46.8,25.6,2.594831594172966
46.8,25.7,2.763435272238883
46.8,25.8,5.195386403554082
46.8,25.9,6.758249302613904
46.8,26.0,5.7556958363467405
46.8,26.1,7.113157350965988
46.8,26.2,4.56968643454903
46.8,26.3,7.860492302923907
46.8,26.4,8.01317336501705
46.8,26.5,9.028366566794096
46.8,26.6,9.1520962909391
46.8,26.7,9.10638754003513
46.8,26.8,9.051224300030999
46.8,26.9,9.394332059097016
46.8,27.0,9.251738815993363
46.8,27.1,9.207329786134823
46.8,27.2,9.210999586734095
46.8,27.3,9.214022626304336
46.8,27.4,9.237317904742282
46.8,27.5,9.729508213658422
46.8,27.6,9.522699659055624
46.8,27.7,9.712459964872403
46.8,27.8,9.792194441574548
46.8,27.9,9.658433205909766
46.8,28.0,8.813525157557619
46.8,28.1,9.833248786031648
46.8,28.2,10.070250542411435
46.7,21.3,10.735693770017528
46.7,21.4,10.66456348796366
46.7,21.5,10.69106984192583
46.7,21.6,10.674908564934324
46.7,21.7,10.662938320074417
46.7,21.8,10.651114784585161
46.7,21.9,10.586549230292377
46.7,22.0,10.391849364603816
46.7,22.1,10.541534765988233
46.7,22.2,9.84516633949787
46.7,22.3,10.285165306333353
46.7,22.4,9.983004442607673
46.7,22.5,9.302691393739046
46.7,22.6,4.943155284636841
46.7,22.7,3.846219134208076
46.7,22.8,4.873347453249325
46.7,22.9,6.327613906395276
46.7,23.0,6.392109722078706
46.7,23.1,5.745213348486422
46.7,23.2,8.16620157041019
46.7,23.3,6.828484347556546
46.7,23.4,7.996371525984151
46.7,23.5,8.588248269449293
46.7,23.6,7.42674243206942
46.7,23.7,7.802117987395427
46.7,23.8,8.145343527223948
46.7,23.9,8.71048713710091
46.7,24.0,8.568776216551294
46.7,24.1,9.013267382994139
46.7,24.2,8.471125116231004
46.7,24.3,8.530985122430002
46.7,24.4,8.844378551503228
46.7,24.5,8.532802975514
46.7,24.6,8.54937131935121
46.7,24.7,7.857555016014076
46.7,24.8,7.947775596652553
46.7,24.9,7.901283190412268
46.7,25.0,4.4199969005062565
46.7,25.1,4.569695216447978
46.7,25.2,3.239876536832307
46.7,25.3,3.561746564727773
46.7,25.4,5.917181010434952
46.7,25.5,5.783677032751306
46.7,25.6,5.449934394048946
46.7,25.7,2.7442401074491163
46.7,25.8,1.5372812273995278
46.7,25.9,4.890427213555112
46.7,26.0,3.1679078417191855
46.7,26.1,3.8706844715363213
46.7,26.2,5.560223680132236
46.7,26.3,4.383369666287841
46.7,26.4,7.941798739539186
46.7,26.5,8.283437338568003
46.7,26.6,9.235735613183198
46.7,26.7,9.32760305816719
46.7,26.8,9.08052949684884
46.7,26.9,9.395606467610257
46.7,27.0,9.401220167372625
46.7,27.1,9.20168612459963
46.7,27.2,8.535135861142672
46.7,27.3,8.353445603884717
46.7,27.4,8.761949581568278
46.7,27.5,8.341075007748746
46.7,27.6,9.19648155801222
46.7,27.7,9.64379378034928
46.7,27.8,9.413758136171108
46.7,27.9,9.518231738816016
46.7,28.0,9.516703171815182
46.7,28.1,10.084959189998896
46.7,28.2,10.489637359231333
46.7,28.3,10.446325033577873
46.6,21.2,10.740070255191647
46.6,21.3,10.731625167889206
46.6,21.4,10.727825705134823
46.6,21.5,10.713564417811682
46.6,21.6,10.665672073561346
46.6,21.7,10.657303957020376
46.6,21.8,10.628796879843007
46.6,21.9,10.547935220580692
46.6,22.0,10.462141233598537
46.6,22.1,8.78341925818785
46.6,22.2,8.511305920033035
46.6,22.3,6.956153528257035
